caption	image
Functional connectivity matrix for motor task	181636_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	105014_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	166438_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	120212_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	352738_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	615441_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	654552_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	183337_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	160830_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	110411_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	112314_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	346945_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	154936_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	381038_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	146432_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	449753_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	103818_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	579665_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	133827_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	117324_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	140117_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	100307_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	115825_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	198249_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	169949_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	108020_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	192641_tfMRI_MOTOR_LR 
Functional connectivity matrix for motor task	305830_tfMRI_MOTOR_LR 
Functional connectivity matrix for resting state	307127_rfMRI_REST1_LR 
Functional connectivity matrix for resting state	113316_rfMRI_REST1_LR 
Functional connectivity matrix for motor task	192540_tfMRI_MOTOR_LR 
